RAZON SOCIAL,DIRECCION OPERATIVA,DISTRITO,DEPARTAMENTO,lat,lng
Centro Diesel,Sin dirección,Sin distrito,LIMA,-11.839632,-77.114181
Unicef,Sin dirección,Sin distrito,LIMA,-12.073063,-76.964875
PetroPerú - PetroPerú,Zona Callao,Callao,LIMA,-12.022208,-77.105522
Óvalo de Huandoy,Avenida Naranjal 1523,Sin distrito,LIMA,-11.976706,-77.084069
Sin nombre,Zona Comas,Comas,LIMA,-11.940468,-77.067469
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.023678,-76.894889
GNV - Pacífico,Sin dirección,Sin distrito,LIMA,-11.995625,-77.059138
Grifo Naval,Sin dirección,Sin distrito,LIMA,-11.8896,-77.125729
Primax,Sin dirección,Sin distrito,LIMA,-12.037953,-77.035513
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-11.939742,-77.07077
PetroAmerica,Sin dirección,Sin distrito,LIMA,-12.383825,-76.774693
Repsol,Sin dirección,Sin distrito,LIMA,-11.000836,-77.62103
Primax,Sin dirección,Sin distrito,LIMA,-10.941755,-77.647546
GNV - GNV,Sin dirección,Sin distrito,LIMA,-11.934468,-77.071371
Repsol,Sin dirección,Sin distrito,LIMA,-10.943911,-77.647062
Repsol,Zona Puente Piedra,Puente Piedra,LIMA,-11.911483,-77.071905
Repsol,Sin dirección,Sin distrito,LIMA,-11.826282,-77.122017
Pecsa,Sin dirección,Sin distrito,LIMA,-10.960137,-77.646738
Repsol,Sin dirección,Sin distrito,LIMA,-12.972528,-76.153091
Energigas,Sin dirección,Sin distrito,LIMA,-12.045131,-77.065654
Servitor,Avenida Panamericana Norte,Sin distrito,LIMA,-12.014484,-77.060673
PetroPerú,Sin dirección,Sin distrito,LIMA,-12.067484,-77.029711
PetroPerú,Sin dirección,Sin distrito,LIMA,-11.525448,-75.895243
Primax - Primax (GNV),Sin dirección,Sin distrito,LIMA,-12.762294,-76.600122
Gasolineria,Gonzales Prada 194,Miraflores,LIMA,-12.116781,-77.026546
GNV,Avenida Ramiro Prialé,Sin distrito,LIMA,-12.020699,-76.922085
GNV,Antigua Panamericana Sur,Sin distrito,LIMA,-12.265572,-76.880028
GNV,Carretera Panamericana Sur,Sin distrito,LIMA,-12.215447,-76.977129
GNV - Pecsa,Sin dirección,Sin distrito,LIMA,-12.086239,-76.992993
Sin nombre,Carretera Panamericana Norte,Sin distrito,LIMA,-11.887433,-77.067936
GNV,Alfredo Mendiola,Sin distrito,LIMA,-11.943122,-77.070621
GNV - GNV,Sin dirección,Sin distrito,LIMA,-11.992124,-77.081812
Primax - Primax,Avenida Ramiro Prialé,Sin distrito,LIMA,-12.019482,-76.949506
GNV,Sin dirección,Sin distrito,LIMA,-12.110549,-76.976302
GNV - GNV,Avenida San Luis 400,San Luis,LIMA,-12.07084,-77.00328
GNV,Sin dirección,Sin distrito,LIMA,-12.078686,-77.010912
Terpel,Francisco Pizarro,Sin distrito,LIMA,-12.033889,-77.038264
GNV,Sin dirección,Sin distrito,LIMA,-12.082152,-77.024027
GNV,Sin dirección,Sin distrito,LIMA,-11.998118,-77.055765
Primax - Primax (GNV),Avenida Gregorio Escobedo,Sin distrito,LIMA,-12.08407,-77.051911
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.059582,-77.078212
PetroPerú - Petroperu,Sin dirección,Sin distrito,LIMA,-12.02039,-76.935407
Servicentro Los Jazmines,Sin dirección,Sin distrito,LIMA,-11.899717,-76.962588
Primax,Sin dirección,Sin distrito,LIMA,-11.894279,-76.958649
Petroperu,Sin dirección,Sin distrito,LIMA,-12.036915,-77.037117
Go,Sin dirección,Sin distrito,LIMA,-12.033422,-77.038762
Primax - Primax,Zona San Miguel,San Miguel,LIMA,-12.074427,-77.083533
Sin nombre,Avenida Lima,Sin distrito,LIMA,-12.483603,-76.796295
Santa Cruz,Sin dirección,Sin distrito,LIMA,-11.911926,-76.542624
Petrocentral,Sin dirección,Sin distrito,LIMA,-11.911573,-76.54169
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.108431,-77.018343
Repsol,Nicolas Ayllon 1912,Ate,LIMA,-12.064333,-76.986775
GNV - Clean Energy del Perú,Avenida Universitaria,Carmen de la Legua-Reynoso,LIMA,-12.04056,-77.076869
Primax,Zona Jesús María,Jesús María,LIMA,-12.080171,-77.039308
Repsol - Repsol (GNV),Avenida Angamos Este,Sin distrito,LIMA,-12.112357,-77.013342
Sin nombre,Avenida Pacasmayo,Sin distrito,LIMA,-12.00319,-77.104888
Sin nombre,Avenida Canta Callao,Sin distrito,LIMA,-11.992718,-77.109387
Sin nombre,Avenida Los Dominicos,Sin distrito,LIMA,-11.999772,-77.102547
Primax,Sin dirección,Sin distrito,LIMA,-11.541379,-75.927498
Grifo El Torito,Sin dirección,Sin distrito,LIMA,-12.070147,-76.99888
GNV - Altavidda,Sin dirección,Sin distrito,LIMA,-12.069031,-76.991199
Pecsa - Pecsa,Avenida Arica,Breña,LIMA,-12.058276,-77.046878
GNV - ALTAVIDDA,Sin dirección,Sin distrito,LIMA,-11.97412,-77.061031
Repsol,Sin dirección,Sin distrito,LIMA,-11.792981,-77.147233
Repsol,Nicolás de pierola,Sin distrito,LIMA,-12.023695,-76.894028
Gazzel,Sin dirección,Sin distrito,LIMA,-12.152768,-76.98943
Sin nombre,Sabogal,Sin distrito,LIMA,-12.029563,-77.05988
PetroAmérica,Calle Los Pinos,Sin distrito,LIMA,-12.000727,-76.853372
GNV - Bolivar,Avenida México 200,Sin distrito,LIMA,-12.075891,-77.027377
ZPV,Calle Brillantes,La Victoria,LIMA,-12.076773,-77.027492
Petroperú,Avenida Pablo Patron 715,San Luis,LIMA,-12.066753,-76.997879
GNV,Sin dirección,Sin distrito,LIMA,-12.066969,-77.028627
Primax,Sin dirección,Sin distrito,LIMA,-12.064546,-77.026696
Sin nombre,Los Diamantes,Sin distrito,LIMA,-11.957808,-77.038528
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.06606,-77.05056
Pecsa,Sin dirección,Sin distrito,LIMA,-11.999464,-76.906788
Grifo Primax,Sin dirección,Sin distrito,LIMA,-11.982407,-76.908731
GNV - Gazel,Sin dirección,Sin distrito,LIMA,-12.063015,-76.983061
Acosa,Calle Pascual Saco Oliveros,La Victoria,LIMA,-12.087218,-77.01641
Grifo PETROPERU,Sin dirección,Sin distrito,LIMA,-11.983368,-76.893509
Grifo REPSOL,Sin dirección,Sin distrito,LIMA,-11.978824,-76.903923
Gas Gnv Nisperos,Sin dirección,Sin distrito,LIMA,-11.994667,-77.099325
Pecsa,Avenida San Luis,San Borja,LIMA,-12.098226,-76.995185
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.071465,-76.994129
SOLGAS,Avenida Francisco Lazo,Sin distrito,LIMA,-12.080488,-77.030737
Grifo PETROPERU,Sin dirección,Sin distrito,LIMA,-12.007819,-76.888271
Grifo REPSOL,Sin dirección,Sin distrito,LIMA,-12.007731,-76.888253
Grifo Chaperito,Sin dirección,Sin distrito,LIMA,-11.881814,-77.023659
Grifo San Juan,Carretera Central,Sin distrito,LIMA,-12.010406,-76.870296
Puma - Puma,Sin dirección,Sin distrito,LIMA,-11.779618,-77.159575
Full Grifo,Sin dirección,Sin distrito,LIMA,-12.329056,-75.827321
Grifo Primax,Sin dirección,Sin distrito,LIMA,-13.077364,-76.291534
Gaspetrol,Sin dirección,Sin distrito,LIMA,-13.068906,-76.361954
Grifo Pecsa,Sin dirección,Sin distrito,LIMA,-13.063877,-76.354829
Grifo Pecsa - GLP,Sin dirección,Sin distrito,LIMA,-13.050243,-76.432629
Petroperú,Avenida Sinchi Roca,Sin distrito,LIMA,-11.931902,-76.965341
Grifo Central,Sin dirección,Sin distrito,LIMA,-13.053286,-76.430339
Grifo Autopasa,Sin dirección,Sin distrito,LIMA,-13.076647,-76.392748
Grifo GESA,Sin dirección,Sin distrito,LIMA,-13.076973,-76.392044
Grifo Repsol,Sin dirección,Sin distrito,LIMA,-13.063061,-76.353678
Grifo artesanal,Sin dirección,Sin distrito,LIMA,-12.859499,-76.02566
Grifo Pecsa,Sin dirección,Sin distrito,LIMA,-12.804364,-75.893712
Grifo artesanal,Sin dirección,Sin distrito,LIMA,-12.839203,-75.974487
Grifo artesanal,Sin dirección,Sin distrito,LIMA,-12.83208,-75.922583
Grifo artesanal,Sin dirección,Sin distrito,LIMA,-12.718295,-75.956975
Repsol,Sin dirección,Sin distrito,LIMA,-12.091116,-77.032257
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.630869,-75.97931
PetroPerú,Avenida Tupac Amaru,Sin distrito,LIMA,-11.901319,-77.03008
Grifo Olga,Sin dirección,Sin distrito,LIMA,-12.292713,-75.807564
Repsol - Gas,Avenida Túpac Amaru,Sin distrito,LIMA,-11.813967,-76.991165
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.102294,-77.616709
Grifo Balita,Sin dirección,Sin distrito,LIMA,-12.224569,-76.845571
Grifo Santa Rosa,Sin dirección,Sin distrito,LIMA,-11.972459,-76.93925
Grifo GAIA,Sin dirección,Sin distrito,LIMA,-11.862604,-77.007752
Grifo REPSOL,Avenida Samuel Alcázar,Sin distrito,LIMA,-12.026996,-77.033731
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.536209,-77.254792
Grifo Primax,Sin dirección,Sin distrito,LIMA,-11.99927,-77.121884
Grifo Santa Rosa,Jirón Mendoza Merino,Sin distrito,LIMA,-12.063928,-77.023439
Repsol,Avenida Jaime Bausate y Meza,La Victoria,LIMA,-12.063539,-77.0232
Primax - Primax,Zona Breña,Breña,LIMA,-12.05937,-77.045864
Grifo Petroperú,Avenida José Carlos Mariátegui 2122,Sin distrito,LIMA,-12.037717,-76.997244
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.014871,-77.095893
Pesca,Sin dirección,Sin distrito,LIMA,-12.084015,-77.096207
Primax,Sin dirección,Sin distrito,LIMA,-11.832465,-77.083186
Repsol,Avenida E,Sin distrito,LIMA,-11.831186,-77.168031
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.831302,-77.16256
Primax,Sin dirección,Sin distrito,LIMA,-12.695533,-76.642944
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.839089,-76.377396
Primax - Primax,Sin dirección,Sin distrito,LIMA,-13.069968,-76.340983
Pecsa,Sin dirección,Sin distrito,LIMA,-12.971203,-76.383684
Petroperu Grifo “Tauro”,Sin dirección,Sin distrito,LIMA,-10.898227,-76.07577
Grifo el Sol,Sin dirección,Sin distrito,LIMA,-12.022602,-76.88583
San Mateo,Sin dirección,Sin distrito,LIMA,-11.757445,-76.298635
Grifo COMARSA,Sin dirección,Sin distrito,LIMA,-11.895207,-77.040723
Santa Ana,Sin dirección,Sin distrito,LIMA,-11.947907,-77.077179
Salida,Sin dirección,Sin distrito,LIMA,-12.819861,-76.537407
Real II,Sin dirección,Sin distrito,LIMA,-11.988441,-77.010276
Terpel - Terpel,Sin dirección,Sin distrito,LIMA,-12.075033,-77.0014
GasPetrol,Sin dirección,Sin distrito,LIMA,-12.064109,-77.048716
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.944978,-77.068897
Bolívar,Sin dirección,Sin distrito,LIMA,-12.062708,-77.01702
Grifo Petro Perú,Sin dirección,Sin distrito,LIMA,-11.986526,-76.999071
Pecsa - Pecsa,Sin dirección,Sin distrito,LIMA,-11.92325,-76.630248
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.941436,-77.120049
Primax - Primax (GNV),Avenida Próceres de la Independencia 104,San Juan de Lurigancho,LIMA,-12.031462,-77.011811
Repsol - Repsol,Avenida 9 de Octubre 508,Lima,LIMA,-12.039286,-77.01588
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.029637,-77.000822
Petro America,Sin dirección,Sin distrito,LIMA,-12.061355,-77.08224
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.058458,-77.601105
Repsol,Sin dirección,Sin distrito,LIMA,-10.855733,-77.691824
Repsol - Repsol,Avenida La Marina 2530,San Miguel,LIMA,-12.077612,-77.089851
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.913676,-77.010514
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.912206,-77.0045
Herco Combustibles,Sin dirección,Sin distrito,LIMA,-10.862895,-77.688237
Primax,Panamericana Norte,Sin distrito,LIMA,-11.531993,-77.285408
Petroperú,Sin dirección,Sin distrito,LIMA,-11.969991,-76.988795
Herco,Sin dirección,Sin distrito,LIMA,-12.60849,-76.66638
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-10.894195,-77.673866
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-10.84883,-77.693125
Primax Cocayalta,Sin dirección,Sin distrito,LIMA,-11.680037,-76.905764
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.581578,-77.201795
Primax,Sin dirección,Sin distrito,LIMA,-11.842017,-76.998908
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.060156,-77.048403
Grifo Julio,Sin dirección,Sin distrito,LIMA,-11.491251,-77.193512
Grifo Santa Maria,Sin dirección,Sin distrito,LIMA,-11.502938,-77.205875
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-11.50754,-77.206059
Repsol - Repsol,Avenida Alvarez de Arenales,Lima,LIMA,-12.073439,-77.037087
Petroperú,Sin dirección,Sin distrito,LIMA,-10.955527,-76.040479
Sin nombre,Avenida Gran Chimu 1999,Sin distrito,LIMA,-12.024976,-76.981961
Primax - Primax,Avenida Javier Prado Este,Sin distrito,LIMA,-12.09008,-77.020481
PetroPerú - Petro Peru,Panamericana Sur,Sin distrito,LIMA,-12.682635,-76.649868
Grifo Octano,Avenida Tomás Valle,Sin distrito,LIMA,-12.012316,-77.07493
Estacion de Servicio,Sin dirección,Sin distrito,LIMA,-12.032748,-77.02656
Primax - PRIMAX,Sin dirección,Sin distrito,LIMA,-11.998169,-77.055931
Primax,Sin dirección,Sin distrito,LIMA,-12.048447,-77.101508
Terpel,Sin dirección,Sin distrito,LIMA,-12.066144,-77.119088
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.055597,-77.058314
Primax,Sin dirección,Sin distrito,LIMA,-12.087916,-76.999756
Pecsa - Pecsa,Avenida Óscar Raimundo Benavides,Sin distrito,LIMA,-12.047815,-77.059545
Pecsa - Pecsa,Sin dirección,Sin distrito,LIMA,-12.080725,-77.094765
Acosa,Avenida Perez Araníbar,Sin distrito,LIMA,-12.100304,-77.061938
Gasocentro,Prolongación Huamanga,Lima,LIMA,-12.064143,-77.020725
Repsol - Repsol,Zona Jesús María,Jesús María,LIMA,-12.06876,-77.038173
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.103116,-77.051817
Repsol - Repsol,Avenida El Derby,Sin distrito,LIMA,-12.098501,-76.970774
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.030673,-77.043912
PetroPerú - PetroPerú,Sin dirección,Sin distrito,LIMA,-12.088605,-77.01012
Primax,Avenida Javier Prado Este,San Isidro,LIMA,-12.091749,-77.030949
Repsol - Repsol,Avenida Javier Prado Este 365,San Isidro,LIMA,-12.091591,-77.030447
Grifo Primax,Sin dirección,Sin distrito,LIMA,-12.215293,-76.97723
GES,Avenida La Marina,Sin distrito,LIMA,-12.077755,-77.093204
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.116775,-77.029656
Repsol,Carretera Central,Sin distrito,LIMA,-12.016943,-76.891156
Primax,Sin dirección,Sin distrito,LIMA,-12.069941,-76.951066
Pecsa,Morro Solar,Santiago de Surco,LIMA,-12.127392,-76.977503
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-11.988123,-77.081204
Primax,Avenida Perez Araníbar 101,Magdalena del Mar,LIMA,-12.097368,-77.071667
Acosa/Primax/GNV,Avenida Brasil 4505,Magdalena del Mar,LIMA,-12.097035,-77.071486
Primax - Primax,Calle Los Castaños,San Isidro,LIMA,-12.094995,-77.050176
Gripo Pits,Sin dirección,Sin distrito,LIMA,-12.166435,-76.950625
Repsol,Sin dirección,Sin distrito,LIMA,-12.167394,-76.948229
Repsol - Repsol,Republica de Panama,Barranco,LIMA,-12.139168,-77.017597
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.110011,-76.979725
Repsol - Repsol,Avenida Primavera,Santiago de Surco,LIMA,-12.110626,-76.979793
Energigas,Avenida Manco Cápac,La Victoria,LIMA,-12.07243,-77.027856
Primax,Sin dirección,Sin distrito,LIMA,-12.103328,-77.058266
PetroPerú - PetroPerú,Sin dirección,Sin distrito,LIMA,-11.962594,-76.981297
Repsol,Avenida Pachacutec,Sin distrito,LIMA,-12.161492,-76.956563
Pecsa - Pecsa,Avenida Mateo Pumacahua,Villa El Salvador,LIMA,-12.193302,-76.964291
Repsol,Avenida Pachacutec,Sin distrito,LIMA,-12.201565,-76.93033
GO Grupo Ormeño,Avenida Carlos Alberto Izaguirre,Sin distrito,LIMA,-11.989264,-77.061593
Repsol - Repsol,Avenida Simón Bolívar,Jesús María,LIMA,-12.073193,-77.055883
Pro Máxima,Avenida Simón Bolívar,Sin distrito,LIMA,-12.072453,-77.057783
Primax,Sin dirección,Sin distrito,LIMA,-12.045851,-77.06551
Repsol - Repsol,Avenida Alfredo Benavides,Lima,LIMA,-12.127456,-77.010541
Repsol - Repsol,Avenida Alfredo Benavides,Lima,LIMA,-12.127987,-77.005513
Primax - Primax,Avenida Alfredo Benavides,Lima,LIMA,-12.127721,-77.010351
Primax,Avenida Santiago De Surco,Lima,LIMA,-12.131562,-76.999009
Repsol,Avenida Nestor Gambetta,Lima,LIMA,-12.038281,-77.127342
Repsol - Repsol,Avenida Óscar Raimundo Benavides 1580,Callao,LIMA,-12.059162,-77.127349
Sin nombre,Avenida Santa Fe,Sin distrito,LIMA,-12.053071,-77.125041
Repsol - Repsol,Avenida Comandante Espinar,Miraflores,LIMA,-12.114304,-77.037211
GNV - Petroperu,Sin dirección,Sin distrito,LIMA,-12.04419,-77.053232
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.118738,-77.036964
GNV - Pecsa,Sin dirección,Sin distrito,LIMA,-12.044703,-77.053786
Repsol - Repsol,Avenida Perez Araníbar,Miraflores,LIMA,-12.110499,-77.051362
Repsol,Sin dirección,Sin distrito,LIMA,-12.046981,-77.079549
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.078752,-77.081974
Repsol,Avenida República de Panamá,San Isidro,LIMA,-12.096272,-77.020849
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.097194,-77.023881
Herco,Avenida Domingo Orue,Sin distrito,LIMA,-12.105964,-77.018833
Repsol - Repsol,Avenida Camino Real,San Isidro,LIMA,-12.107055,-77.039776
Grifo Primax,Avenida Armendariz,Sin distrito,LIMA,-12.135001,-77.025207
Aba Singer,Avenida Comandante Espinar,San Isidro,LIMA,-12.111078,-77.036882
Gas AC,Sin dirección,Sin distrito,LIMA,-12.049191,-77.104108
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.060112,-77.077216
EnergiGas,Sin dirección,Sin distrito,LIMA,-12.05637,-77.06257
GLP,Avenida Parque Zonal,Sin distrito,LIMA,-11.882676,-77.033186
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.056116,-77.058043
Gazel,Sin dirección,Sin distrito,LIMA,-12.057285,-77.052166
Pecsa,Avenida Iquitos,Sin distrito,LIMA,-12.071749,-77.029985
Primex,Sin dirección,Sin distrito,LIMA,-12.275657,-76.88929
Petro América,Avenida Brasil,Sin distrito,LIMA,-12.066292,-77.046125
Repsol,Avenida Mateo Pumacahua,Sin distrito,LIMA,-12.192444,-76.961262
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.065349,-77.060203
Gaspetrol,Zona Jesús María,Jesús María,LIMA,-12.075165,-77.054142
Repsol - Repsol,Avenida Paseo de la República,La Victoria,LIMA,-12.060344,-77.035116
Sin nombre,Avenida Mariano Condorcanqui,Sin distrito,LIMA,-11.886069,-77.035419
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.050229,-77.046943
Primax - Primax,Avenida Ricardo Palma,Sin distrito,LIMA,-12.119451,-77.025195
Aba Singer,Avenida Ricardo Palma,Sin distrito,LIMA,-12.119854,-77.024309
Repsol - Repsol,Avenida Cuba,Sin distrito,LIMA,-12.075129,-77.041806
Aba Singer,Sin dirección,Sin distrito,LIMA,-12.075118,-77.04703
Primax - Primax,Avenida Ricardo Palma,Sin distrito,LIMA,-12.119954,-77.023505
Pecsa,Avenida José Carlos Mariátegui,Sin distrito,LIMA,-12.220705,-76.932571
Repsol - Repsol,Carretera Panamericana Norte,Carabayllo,LIMA,-11.882851,-77.068043
Primax - Primax,Sin dirección,Sin distrito,LIMA,-11.887196,-77.068009
Primax - Primax (GNV),Sin dirección,Sin distrito,LIMA,-12.098617,-77.032151
Ava,Avenida Hipólito Unanue,Sin distrito,LIMA,-12.109561,-77.048318
Repsol,Avenida Túpac Amaru,Sin distrito,LIMA,-11.892164,-77.028395
Sol de Oro,Avenida Mariano Pastor Sevilla,Sin distrito,LIMA,-12.205953,-76.95241
Repsol - Repsol,Arequipa,Miraflores,LIMA,-12.108928,-77.030486
Primax - Primax,Avenida El Sol,Sin distrito,LIMA,-12.205209,-76.952835
Primax,Avenida Mariano Pastor Sevilla,Sin distrito,LIMA,-12.19695,-76.957929
Primax,Avenida Trapiche,Sin distrito,LIMA,-11.920976,-77.062422
Petroperú,Sin dirección,Sin distrito,LIMA,-11.930456,-77.06917
Primax,Avenida Tupac Amaru,Sin distrito,LIMA,-11.884354,-77.023255
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.897956,-77.049417
Sin nombre,Avenida Universitaria,Sin distrito,LIMA,-11.925923,-77.052418
Primax,Avenida Universitaria,Sin distrito,LIMA,-11.920024,-77.051052
Primax - Primax,Avenida Antonio José de Sucre,Sin distrito,LIMA,-12.081461,-77.066764
Primax - Primax,Avenida 7 De Abril,Sin distrito,LIMA,-12.316687,-76.831921
Repsol,Avenida Universitaria,Sin distrito,LIMA,-11.894237,-77.036158
Energigas,Avenida Universitaria,Sin distrito,LIMA,-11.894388,-77.036219
Primax,Avenida Universitaria,Sin distrito,LIMA,-11.889364,-77.033913
GNV,Avenida Universitaria,Sin distrito,LIMA,-11.927382,-77.051992
Primax - Primax,Avenida Petit Thouars 3932,San Isidro,LIMA,-12.101209,-77.030722
Repsol - Repsol,Avenida 28 de Julio,Miraflores,LIMA,-12.129515,-77.023469
PetroPerú - PetroPerú,Sin dirección,Sin distrito,LIMA,-12.048972,-77.071794
Gazel,Sin dirección,Sin distrito,LIMA,-12.0489,-77.071559
Sin nombre,Avenida Universitaria,Sin distrito,LIMA,-11.899521,-77.038715
GNV Pits,Avenida Mariano Cornejo,Sin distrito,LIMA,-12.067535,-77.06774
Petroperu,Avenida La Marina,Sin distrito,LIMA,-12.070249,-77.109959
Pecsa,Sin dirección,Sin distrito,LIMA,-12.051207,-77.077822
Pesca,Sin dirección,Sin distrito,LIMA,-11.873029,-77.028785
Repsol - Repsol,Zona Callao,Callao,LIMA,-12.053383,-77.09551
Repsol - Repsol,Avenida Elmer Faucett (auxiliar),Sin distrito,LIMA,-12.05018,-77.098695
GNV - Gazel,Sin dirección,Sin distrito,LIMA,-12.069081,-77.097572
PECSA,Sin dirección,Sin distrito,LIMA,-12.067278,-77.115717
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.871753,-77.014133
Primax - Acosa,Volcan Coropuna,San Miguel,LIMA,-12.066774,-77.097054
Repsol - Repsol,Avenida Nicolas Arriola 1099,La Victoria,LIMA,-12.089757,-77.017676
PetroPerú - Petro Peru,Avenida Tupac Amaru,Sin distrito,LIMA,-11.975969,-77.059558
Repsol,Sin dirección,Sin distrito,LIMA,-12.21855,-76.907104
GNV - Midas Gas,Sin dirección,Sin distrito,LIMA,-12.0646,-76.990437
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.050071,-77.113317
PetroPerú - PetroPerú,Sin dirección,Sin distrito,LIMA,-12.092038,-77.045094
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.065004,-77.097537
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.051884,-77.136429
Petroamerica,Plaza Garibaldi,Sin distrito,LIMA,-12.052034,-77.1383
Primax,Sin dirección,Sin distrito,LIMA,-12.086497,-77.091655
Primax,Avenida La Paz,San Miguel,LIMA,-12.075861,-77.114632
Herco,Sin dirección,Sin distrito,LIMA,-12.050238,-77.121362
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.063394,-77.142852
GNV - Samgas GLP,Avenida Simón Bolívar,Sin distrito,LIMA,-12.072685,-77.057292
Petroamerica Grifo El Puerto,Sin dirección,Sin distrito,LIMA,-12.051503,-77.138339
Primax,Sin dirección,Sin distrito,LIMA,-12.085213,-77.048367
Primax,Sin dirección,Sin distrito,LIMA,-12.048555,-77.13496
Pecsa,Sin dirección,Sin distrito,LIMA,-12.049968,-77.134629
Gazel,Avenida Guardia Chalaca 991,Callao,LIMA,-12.055293,-77.133625
Gazel,Sin dirección,Sin distrito,LIMA,-12.055257,-77.133506
Sin nombre,Avenida Revolución,Sin distrito,LIMA,-11.914833,-77.03457
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.061582,-77.133881
Pecsa,Avenida Paseo de la República,Sin distrito,LIMA,-12.123515,-77.024966
Primax - Primax,Avenida Javier Prado Oeste 2504,Magdalena del Mar,LIMA,-12.093564,-77.057196
Pecsa,Zona La Punta,La Punta,LIMA,-12.068183,-77.158115
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.061431,-77.133817
PECSA,Calle Leoncio Prado,Sin distrito,LIMA,-11.84103,-77.103478
Repsol,Avenida Nestor Gambetta,Sin distrito,LIMA,-11.840704,-77.113533
Primax,Sin dirección,Sin distrito,LIMA,-12.059466,-77.14318
Repsol - Repsol,Avenida Óscar Raimundo Benavides 153,Cercado de Lima,LIMA,-12.046163,-77.043901
GNV - La Marina,Sin dirección,Sin distrito,LIMA,-12.080155,-77.076008
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.15242,-77.019947
Primax,Los Topgrafos,Sin distrito,LIMA,-11.847101,-77.133416
Petro Peru,Los Topgrafos,Sin distrito,LIMA,-11.847457,-77.133235
Petro América,Avenida Petit Thouars,Sin distrito,LIMA,-12.095565,-77.031602
PetroPerú - PetroPerú,Sin dirección,Sin distrito,LIMA,-12.089046,-77.029378
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.920635,-77.041489
Repsol,Avenida 225,Sin distrito,LIMA,-11.838128,-77.13956
Pecsa - Pecsa,Avenida Cuba,Sin distrito,LIMA,-12.074561,-77.03729
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.048835,-77.065177
Aba Singer,Avenida Petit Thouars,Santa Beatriz,LIMA,-12.075672,-77.034826
Repsol,Jirón Emilio Althaus,Lince,LIMA,-12.080278,-77.032056
Primax - Primax (GNV),Avenida Arequipa,Sin distrito,LIMA,-12.073664,-77.036334
Repsol - Repsol,Avenida Roosevelt,Sin distrito,LIMA,-12.130153,-77.017798
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.938349,-77.049424
Energigas,Avenida República de Panamá,Sin distrito,LIMA,-12.137092,-77.017562
PetroPerú - Petro Peru,Avenida Naciones Unidas,Sin distrito,LIMA,-12.049278,-77.059924
Pecsa - Pecsa,Avenida Jorge Chavez,Santiago de Surco,LIMA,-12.146838,-77.011708
Repsol - Repsol,Avenida Paseo de la República,Sin distrito,LIMA,-12.113807,-77.026513
Repsol - Repsol,Avenida Del Ejército,Sin distrito,LIMA,-12.117443,-77.044051
Primax - Primax,Avenida Del Ejército,Sin distrito,LIMA,-12.116491,-77.044974
