RAZON SOCIAL,DIRECCION OPERATIVA,DISTRITO,DEPARTAMENTO,lat,lng
Sin nombre,Sin dirección,Sin distrito,ICA,-14.055844,-75.745294
Consorcio ICA,Sin dirección,Sin distrito,ICA,-14.058855,-75.713532
Sin nombre,Panamericana Sur,Sin distrito,ICA,-14.002119,-75.767253
Petro Peru,Panamericana Sur,Sin distrito,ICA,-13.691955,-76.155508
Repsol,José Matías Manzanilla,Sin distrito,ICA,-14.066049,-75.737745
Pecsa,Panamericana Sur,Sin distrito,ICA,-13.411454,-76.158055
AVA,Las Américas,Sin distrito,ICA,-13.716537,-76.212627
Pecsa,Panamericana Sur,Sin distrito,ICA,-13.415243,-76.14484
Primax,Sin dirección,Sin distrito,ICA,-13.411491,-76.123851
Pesca,Bombom Coronado,Sin distrito,ICA,-13.424191,-76.127333
Estacion De Servicios Pasaje La Tinguina,Avenida Acomayo,Sin distrito,ICA,-14.060348,-75.724436
Continente,Carretera A Parcona,Sin distrito,ICA,-14.05851,-75.712382
Primax,Carretera A Parcona,Sin distrito,ICA,-14.058936,-75.714067
Pecsa,Carretera A Parcona,Sin distrito,ICA,-14.059091,-75.714583
Energigas,Carretera A Parcona,Sin distrito,ICA,-14.057453,-75.70934
Petro Peru,Carretera A Parcona,Sin distrito,ICA,-14.052367,-75.704539
PetroPerú,Panamericana Sur,Chincha Alta,ICA,-13.420792,-76.13683
Enpex,Panamericana Sur,Sin distrito,ICA,-14.038074,-75.75434
Repsol,Panamericana Sur,Sin distrito,ICA,-13.432183,-76.134093
Primax,Panamericana Sur,Sin distrito,ICA,-13.446586,-76.135489
Repsol,Panamericana Sur,Sin distrito,ICA,-13.966321,-75.78068
Los Andes,Panamericana Sur,Sin distrito,ICA,-14.008423,-75.765407
Primax,Panamericana Sur,Sin distrito,ICA,-14.0337,-75.755852
Grand Prix,Avenida Las Américas,Pisco,ICA,-13.717905,-76.199272
Primax,Panamericana Sur,Sin distrito,ICA,-13.929958,-75.934158
Primax,Avenida Fernando León Arechua,Sin distrito,ICA,-14.063679,-75.736329
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.392119,-71.52396
Pecsa,Trinidad Morán,Cerro Colorado,AREQUIPA,-16.396538,-71.547426
Repsol,Sin dirección,Sin distrito,AREQUIPA,-16.397076,-71.540737
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.080059,-72.49459
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.067185,-72.492761
Primax - Municipal,Sin dirección,Sin distrito,AREQUIPA,-16.327493,-71.59433
Grifo Primax,Sin dirección,Sin distrito,AREQUIPA,-16.390742,-71.544074
Repsol - Repsol,Sin dirección,Sin distrito,AREQUIPA,-17.03303,-71.706292
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.528653,-71.782613
Pecsa - Pecsa,Sin dirección,Sin distrito,AREQUIPA,-17.033058,-71.700811
Primax,Sin dirección,Sin distrito,AREQUIPA,-16.528682,-71.777183
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.410469,-71.625395
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.399875,-71.583889
PetroPerú - Petro Perú,Sin dirección,Sin distrito,AREQUIPA,-16.41334,-71.637997
Primax - El Triángulo,Sin dirección,Sin distrito,AREQUIPA,-16.625866,-71.872429
Primax,Sin dirección,Sin distrito,AREQUIPA,-16.529309,-71.776529
Primax,Sin dirección,Sin distrito,AREQUIPA,-16.407712,-71.605547
Petroperu,Sin dirección,Sin distrito,AREQUIPA,-16.406944,-71.5304
Sin nombre,Avenida Ejército,Yanahuara,AREQUIPA,-16.390671,-71.545411
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.252125,-71.678942
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.332911,-71.592247
Repsol,Sin dirección,Sin distrito,AREQUIPA,-16.35543,-71.56604
Petroperú - Petroperú,Sin dirección,Sin distrito,AREQUIPA,-16.602196,-72.771474
PetroPerú - Petroperú,Sin dirección,Sin distrito,AREQUIPA,-16.650433,-72.676733
Repsol - Repsol,Sin dirección,Sin distrito,AREQUIPA,-16.596899,-72.704859
Repsol - Repsol,Sin dirección,Sin distrito,AREQUIPA,-16.58792,-72.720715
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.227918,-73.606192
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.362649,-72.156387
Reyes,Sin dirección,Sin distrito,AREQUIPA,-16.648817,-72.685579
Petroperú - Petroperú,Sin dirección,Sin distrito,AREQUIPA,-16.633408,-72.711351
Villa Hermosa,Sin dirección,Sin distrito,AREQUIPA,-16.613821,-72.70711
Petroperú - Petroperú,Sin dirección,Sin distrito,AREQUIPA,-16.606612,-72.703666
Ava Power,Sin dirección,Sin distrito,AREQUIPA,-16.404933,-71.527895
Autrisa,Sepúlveda,Miraflores,AREQUIPA,-16.399693,-71.515841
Repsol - Repsol,Sin dirección,Sin distrito,AREQUIPA,-16.396378,-71.518545
San José Espinar,Sin dirección,Sin distrito,AREQUIPA,-16.391984,-71.524111
Primax,Sin dirección,Sin distrito,AREQUIPA,-16.491865,-71.858502
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.464659,-71.932725
PetroPerú - J.H.P.,Sin dirección,Sin distrito,AREQUIPA,-16.342417,-71.582346
Limagas,Sin dirección,Sin distrito,AREQUIPA,-16.334741,-71.59216
Alto de Amado,Sin dirección,Sin distrito,AREQUIPA,-16.422863,-71.587105
Petromil,Sin dirección,Sin distrito,AREQUIPA,-16.406951,-71.557726
Primax - Primax,Sin dirección,Sin distrito,AREQUIPA,-16.435146,-71.561979
Primax,Sin dirección,Sin distrito,AREQUIPA,-16.410999,-71.557188
Repsol,Sin dirección,Sin distrito,AREQUIPA,-16.419459,-71.551395
Primax,Sin dirección,Sin distrito,AREQUIPA,-16.414576,-71.547334
Pecsa,Sin dirección,Sin distrito,AREQUIPA,-16.392287,-71.550972
PetroPerú - Grifo Cerreño,Sin dirección,Sin distrito,AREQUIPA,-16.371782,-71.559172
Pecsa - Grifo El Veloz,Sin dirección,Sin distrito,AREQUIPA,-16.364469,-71.56096
AVA - Grifo AVA La Fonda,Sin dirección,Sin distrito,AREQUIPA,-16.375767,-71.557065
Primax,Sin dirección,Sin distrito,AREQUIPA,-16.404056,-71.543249
Repsol,Sin dirección,Sin distrito,AREQUIPA,-16.427006,-71.517495
La Estrella,Sin dirección,Sin distrito,AREQUIPA,-16.427355,-71.518212
Primax - Primax,Sin dirección,Sin distrito,AREQUIPA,-16.425882,-71.532849
Primax - Primax,Sin dirección,Sin distrito,AREQUIPA,-16.426004,-71.515082
Primax Monterrey,Zona José Luis Bustamente y Rivero,José Luis Bustamente y Rivero,AREQUIPA,-16.429009,-71.523969
Primax,Zona José Luis Bustamante y Rivero,José Luis Bustamante y Rivero,AREQUIPA,-16.425713,-71.526916
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.424642,-71.546861
PetroPerú,Sin dirección,Sin distrito,AREQUIPA,-16.402696,-71.525801
Petroperú,Sin dirección,Sin distrito,AREQUIPA,-16.425237,-71.822989
Primax,Sin dirección,Sin distrito,AREQUIPA,-16.492833,-71.846782
PetroAmérica,Sin dirección,Sin distrito,AREQUIPA,-16.494304,-71.839875
Virgen de Cochabamba,Sin dirección,Sin distrito,AREQUIPA,-16.526635,-71.784015
Don Francisco,Variante Uchumayo 3500,Cerro Colorado,AREQUIPA,-16.405338,-71.578978
Repsol,Zona José Luis Bustamente y Rivero,José Luis Bustamente y Rivero,AREQUIPA,-16.425029,-71.524259
Primax,Avenida Dolores,Sin distrito,AREQUIPA,-16.420942,-71.526052
GSA,Sin dirección,Sin distrito,AREQUIPA,-16.405723,-71.515566
Petroperú,Sin dirección,Sin distrito,AREQUIPA,-16.409586,-71.536412
Autrista,Sin dirección,Sin distrito,AREQUIPA,-16.408356,-71.540085
Repsol,Sin dirección,Sin distrito,AREQUIPA,-16.406856,-71.534574
Fernández,Carretera Cotahuasi Tomepampa KM 2.7,Sin distrito,AREQUIPA,-15.205706,-72.887389
Petro Inti,Sin dirección,Sin distrito,AREQUIPA,-15.144949,-73.339111
PetroPerú,Sin dirección,Sin distrito,AREQUIPA,-15.841675,-72.655465
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-15.840018,-72.649276
PetroPerú,Sin dirección,Sin distrito,AREQUIPA,-16.120243,-72.491267
Pecsa - Pecsa,Sin dirección,Sin distrito,AREQUIPA,-16.407063,-71.515006
Virgencita del Chapi,Sin dirección,Sin distrito,AREQUIPA,-16.406427,-71.510687
Melgar,Sin dirección,Sin distrito,AREQUIPA,-16.406724,-71.510328
Pecsa - Pecsa,Zona Miraflores,Miraflores,AREQUIPA,-16.393199,-71.528567
Toda una vida SAC,Variante de Uchumayo,Cerro Colorado,AREQUIPA,-16.404408,-71.574373
Petroperú - Petroperú,Sin dirección,Sin distrito,AREQUIPA,-16.228882,-73.613074
Pecsa,Sin dirección,Sin distrito,AREQUIPA,-16.40473,-71.579008
Pecsa,Sin dirección,Sin distrito,AREQUIPA,-16.405756,-71.593919
Repsol - Repsol,Sin dirección,Sin distrito,AREQUIPA,-16.610961,-72.705417
Grifo Chauca,Sin dirección,Sin distrito,AREQUIPA,-16.401044,-73.2243
Primax - Don Felipe,Sin dirección,Sin distrito,AREQUIPA,-16.437521,-71.520566
Grifo Gamarra,Sin dirección,Sin distrito,AREQUIPA,-16.38132,-71.576228
Petroperú,Caracas,Sin distrito,AREQUIPA,-16.443135,-71.523848
Primax,Sin dirección,Sin distrito,AREQUIPA,-16.356209,-71.543435
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.429002,-71.559375
J&P,Sin dirección,Sin distrito,AREQUIPA,-16.429984,-71.536765
Petroperu,Sin dirección,Sin distrito,AREQUIPA,-16.414756,-71.519543
Petroperu,Sin dirección,Sin distrito,AREQUIPA,-16.423771,-71.532187
Repsol,Zona José Luis Bustamante Y Rivero,José Luis Bustamante Y Rivero,AREQUIPA,-16.422364,-71.51655
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.413912,-71.543383
Repsol - Repsol,Sin dirección,Sin distrito,AREQUIPA,-16.421179,-71.516378
Petroperu,Sin dirección,Sin distrito,AREQUIPA,-16.419459,-71.51648
Pecsa - Pecsa,Sin dirección,Sin distrito,AREQUIPA,-16.410091,-71.522761
Primax - Primax,Zona Miraflores,Miraflores,AREQUIPA,-16.397224,-71.523088
Primax,Sin dirección,Sin distrito,AREQUIPA,-16.403543,-71.512442
Grifo Apóstol Santiago,Sin dirección,Sin distrito,AREQUIPA,-15.279473,-73.347511
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-15.271736,-73.352648
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.385759,-71.514454
Pecsa,Sin dirección,Sin distrito,AREQUIPA,-16.408651,-71.536819
Castrol - San Francsico,Union,Arequipa,AREQUIPA,-16.418793,-71.503067
Negoglaciones Cruz de Mayo,Sin dirección,Sin distrito,AREQUIPA,-16.430347,-72.308617
Primax,Sin dirección,Sin distrito,AREQUIPA,-16.411465,-71.544359
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.379926,-71.54479
Grifo Pecsa,Sin dirección,Sin distrito,AREQUIPA,-16.450039,-71.586828
Shell - Eelis Cerro Verde,Zona Alto Cerro Verde,Alto Cerro Verde,AREQUIPA,-16.453295,-71.610355
Primax,Sin dirección,Sin distrito,AREQUIPA,-16.417935,-71.509685
El Misti,Sin dirección,Sin distrito,AREQUIPA,-16.418826,-71.509284
Repsol,Antigua Panamericana Sur,Jacobo Hunter,AREQUIPA,-16.447723,-71.580806
Primax,Sin dirección,Sin distrito,AREQUIPA,-16.414559,-71.542166
Primax,Guardia Civil,Paucarpata,AREQUIPA,-16.422791,-71.50921
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.443496,-71.503093
Repsol - Grifo Chambilla,Sin dirección,Sin distrito,AREQUIPA,-16.416493,-71.474126
Primax,Sin dirección,Sin distrito,AREQUIPA,-16.445157,-71.530242
El Sol Tingo,Sin dirección,Sin distrito,AREQUIPA,-16.431116,-71.5661
Cisne,Sin dirección,Sin distrito,AREQUIPA,-16.41583,-71.541939
Primax,La Oroya,Socabaya,AREQUIPA,-16.441034,-71.52561
Primax,Sin dirección,Sin distrito,AREQUIPA,-16.443154,-71.523083
Repsol - Grifo San Fernando,Sin dirección,Sin distrito,AREQUIPA,-16.442035,-71.528718
Primax,Sin dirección,Sin distrito,AREQUIPA,-16.447367,-71.531096
Primax - Imata,Via Interoceánica Sur - Tramo 5,Imata,AREQUIPA,-15.833163,-71.085081
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.4285,-71.499634
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.406576,-71.494458
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.361718,-71.517056
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.364359,-71.515424
Pecsa - Pecsa,Sin dirección,Sin distrito,AREQUIPA,-17.054901,-71.963553
Petroperú - Petroperú,Sin dirección,Sin distrito,AREQUIPA,-17.010051,-72.023348
Repsol,Variante de Uchumayo,Cerro Colorado,AREQUIPA,-16.404668,-71.576745
Garufa,Sin dirección,Sin distrito,AREQUIPA,-16.40502,-71.574258
Grifo Los Incas,Sin dirección,Sin distrito,AREQUIPA,-16.419169,-71.538559
Paracas,Sin dirección,Sin distrito,AREQUIPA,-16.446613,-71.530766
Pecsa - Pecsa,Sin dirección,Sin distrito,AREQUIPA,-16.400079,-71.521061
Primax - Primax,Manuel Muñoz Najar 280,Miraflores,AREQUIPA,-16.397399,-71.52517
J & B,Sin dirección,Sin distrito,AREQUIPA,-16.447517,-71.531929
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.371608,-71.544272
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.392823,-71.58291
Repsol,Sin dirección,Sin distrito,AREQUIPA,-16.625756,-72.694473
Santa Rosa,Sin dirección,Sin distrito,AREQUIPA,-16.355766,-71.579635
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.429427,-71.544333
Repsol,Sin dirección,Sin distrito,AREQUIPA,-16.451099,-71.512743
Repsol,Sin dirección,Sin distrito,AREQUIPA,-16.460203,-71.556653
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.418609,-71.495378
Petroperú,Sin dirección,Sin distrito,AREQUIPA,-16.388264,-71.551894
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.442657,-71.503622
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.39221,-71.563685
Grifo Petro América,Sin dirección,Sin distrito,AREQUIPA,-16.415258,-71.497294
Pecsa,Sin dirección,Sin distrito,AREQUIPA,-16.406565,-71.562305
Grifo Corire,Sin dirección,Sin distrito,AREQUIPA,-16.225676,-72.470899
PetroPeru,Sin dirección,Sin distrito,AREQUIPA,-16.053786,-72.488114
Fuel,Sin dirección,Sin distrito,AREQUIPA,-15.151188,-73.344148
AVA,Sin dirección,Sin distrito,AREQUIPA,-16.412316,-72.054218
Repsol,Sin dirección,Sin distrito,AREQUIPA,-16.403622,-71.547488
León del Sur,Variante Uchumayo 3600,Cerro Colorado,AREQUIPA,-16.405133,-71.583037
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.416098,-71.581949
Bellavista,Bellavista Principal,Sin distrito,AREQUIPA,-16.430933,-71.551658
Grifo Milagritos,Avenida Salaverry,Socabaya,AREQUIPA,-16.452484,-71.530958
Petro Peru,Sin dirección,Sin distrito,AREQUIPA,-16.380699,-72.197556
Grifo Reynita,Sin dirección,Sin distrito,AREQUIPA,-16.368954,-72.194139
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.374685,-71.566134
Grifo Petro Peru,Sin dirección,Sin distrito,AREQUIPA,-16.347874,-72.18896
Grifo Santa Fe,Sin dirección,Sin distrito,AREQUIPA,-16.353216,-72.186404
PetroPerú - San Antonio,Sin dirección,Sin distrito,AREQUIPA,-16.419259,-71.501955
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.407604,-71.561729
Sin nombre,Jorge Chávez,Miraflores,AREQUIPA,-16.393955,-71.520946
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.318486,-72.225441
PRIMAX,Sin dirección,Sin distrito,AREQUIPA,-16.344445,-72.192522
PeruGas,Sin dirección,Sin distrito,AREQUIPA,-15.189044,-71.771568
Repsol,Sin dirección,Sin distrito,AREQUIPA,-16.401106,-71.505502
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.480746,-71.499892
Primax - Santa Mónica,Sin dirección,Sin distrito,AREQUIPA,-16.320327,-71.600097
Repsol - Gonza,Sin dirección,Sin distrito,AREQUIPA,-16.228147,-73.616707
Primax - Primax,Sin dirección,Sin distrito,AREQUIPA,-16.228739,-73.613522
Primax - Primax,Sin dirección,Sin distrito,AREQUIPA,-16.611973,-72.705899
Glenoil,Sin dirección,Sin distrito,AREQUIPA,-16.228565,-73.607264
Gasolinera Ildebrando,Sin dirección,Sin distrito,AREQUIPA,-15.218307,-73.347435
Grifo Sr. de los Milagros,Sin dirección,Sin distrito,AREQUIPA,-16.999788,-72.093938
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.455087,-71.540673
Grifo Primax,Sin dirección,Sin distrito,AREQUIPA,-16.384772,-71.555086
PetroPerú - Petro Perú,Sin dirección,Sin distrito,AREQUIPA,-16.417031,-71.47395
Primax - Primax,Sin dirección,Sin distrito,AREQUIPA,-16.410353,-71.533199
AVA - Teniente Palacios,Sin dirección,Sin distrito,AREQUIPA,-16.40087,-71.517459
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.416889,-71.482174
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.534859,-72.870633
Villa Paraíso,Sin dirección,Sin distrito,AREQUIPA,-16.336511,-71.555611
Primax - Primax,Sin dirección,Sin distrito,AREQUIPA,-16.327063,-71.558064
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.315407,-71.607593
PetroPerú - Chachani,Sin dirección,Sin distrito,AREQUIPA,-16.342758,-71.54047
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.41994,-72.250805
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.640504,-72.625059
PECSA,Sin dirección,Sin distrito,AREQUIPA,-17.165493,-71.799571
Losa Deportiva N°1 Asoc. P. A. Amazonas,Sin dirección,Sin distrito,AREQUIPA,-16.325369,-71.550602
Grifo Las Flores,Sin dirección,Sin distrito,AREQUIPA,-16.332556,-71.572762
Petroperu,Avenida Arequipa 100,Alto Selva Alegre,AREQUIPA,-16.390878,-71.528272
Primax,Sin dirección,Sin distrito,AREQUIPA,-16.420527,-71.563598
Repsol - Repsol,Sin dirección,Sin distrito,AREQUIPA,-16.411451,-71.512607
Primax,Sin dirección,Sin distrito,AREQUIPA,-16.444714,-71.504283
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.436346,-71.530643
Grifo Santa Inés,Prolongación Avenida Jesus,Sin distrito,AREQUIPA,-16.414161,-71.509658
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.379898,-71.558842
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.392693,-71.556135
AVA,Sin dirección,Sin distrito,AREQUIPA,-17.018227,-72.013089
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.484416,-71.501474
Santa Maria,Sin dirección,Sin distrito,AREQUIPA,-16.379286,-72.197006
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.380803,-72.197635
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.369056,-72.194228
Repsol,Sin dirección,Sin distrito,AREQUIPA,-16.359651,-72.188989
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.352067,-72.182521
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.348008,-72.189094
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.353233,-72.18631
Gripo Geminis,Sin dirección,Sin distrito,AREQUIPA,-16.362051,-72.19228
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.318428,-72.225348
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.34458,-72.192702
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.309418,-71.612196
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.567255,-71.827563
Repsol,Sin dirección,Sin distrito,AREQUIPA,-16.575691,-71.834767
Cristo Rey,Sin dirección,Sin distrito,AREQUIPA,-16.510935,-71.811086
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.488461,-71.51616
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.469068,-71.495058
Sin nombre,Sin dirección,Sin distrito,AREQUIPA,-16.413534,-71.462727
Grifo Petro Perú,Sin dirección,Sin distrito,AREQUIPA,-15.639777,-71.601607
Repsol,Sin dirección,Sin distrito,AREQUIPA,-15.639127,-71.602134
Peru - EESS y Comercializadora Virgen del Buen Paso,Sin dirección,Sin distrito,AREQUIPA,-16.419915,-73.109897
Repsol - Rigos,Sin dirección,Sin distrito,AREQUIPA,-16.298821,-71.62373
PetroPerú - PetroPerú,Sin dirección,Sin distrito,AREQUIPA,-16.465107,-71.933003
Primax - Primax,Sin dirección,Sin distrito,MOQUEGUA,-17.215491,-70.969674
Grifo PECSA,Sin dirección,Sin distrito,MOQUEGUA,-17.650825,-71.329773
Grifo Municipal,Panamericana Conexion PE36,Ilo,MOQUEGUA,-17.661164,-71.329698
Primax,Av 28 de Julio,Ilo,MOQUEGUA,-17.646816,-71.344247
Camiara,Sin dirección,Sin distrito,MOQUEGUA,-17.651006,-70.895624
Sin nombre,Sin dirección,Sin distrito,MOQUEGUA,-17.647807,-70.901445
Grifo MARESA,Sin dirección,Sin distrito,MOQUEGUA,-17.195099,-70.956085
Sin nombre,Sin dirección,Sin distrito,MOQUEGUA,-17.192258,-70.951936
Sin nombre,Sin dirección,Sin distrito,MOQUEGUA,-17.834949,-70.534523
Sin nombre,Sin dirección,Sin distrito,MOQUEGUA,-17.305265,-70.98768
Petro Perú - Grifo Virgen de Copacabana,Sin dirección,Sin distrito,MOQUEGUA,-17.226709,-70.977872
Sin nombre,Sin dirección,Sin distrito,MOQUEGUA,-17.105622,-70.853453
Sin nombre,Sin dirección,Sin distrito,MOQUEGUA,-17.176676,-70.895743
Repsol - Repsol,Sin dirección,Sin distrito,MOQUEGUA,-17.627057,-71.342432
Pacocha,Sin dirección,Sin distrito,MOQUEGUA,-17.619685,-71.341415
Primax - Primax,Sin dirección,Sin distrito,MOQUEGUA,-17.615155,-71.342325
Grifo El Baúl,Sin dirección,Sin distrito,MOQUEGUA,-17.075115,-70.843673
Grifo Repsol,Sin dirección,Sin distrito,MOQUEGUA,-17.188827,-70.921154
Repsol,Sin dirección,Sin distrito,MOQUEGUA,-17.187399,-70.951288
Sin nombre,Sin dirección,Sin distrito,MOQUEGUA,-17.890512,-70.97971
Puma,Sin dirección,Sin distrito,MOQUEGUA,-17.679795,-71.353699
Pecsa - Pecsa,Sin dirección,Sin distrito,MOQUEGUA,-17.66808,-71.359613
Repsol - Grifo Repsol Neotech,Avenida Panamericana,Moquegua,MOQUEGUA,-17.661643,-71.318972
Sin nombre,Sin dirección,Sin distrito,MOQUEGUA,-17.189471,-70.931835
GRIFO PETSUR,Zona Inclan,Inclan,MOQUEGUA,-17.828433,-70.532791
Grifo Arias Araguez,Sin dirección,Sin distrito,TACNA,-18.008524,-70.251796
Teco - Texas,Sin dirección,Sin distrito,TACNA,-18.019106,-70.262031
Sin nombre,Sin dirección,Sin distrito,TACNA,-18.078328,-70.299029
Grifo Municipal Manuel A. Odría,Sin dirección,Sin distrito,TACNA,-18.024053,-70.260074
Petroperú,Sin dirección,Sin distrito,TACNA,-17.993259,-70.268994
Grifo Miguel Grau,Sin dirección,Sin distrito,TACNA,-18.002357,-70.260081
Pecsa,Sin dirección,Sin distrito,TACNA,-18.027929,-70.250399
Sin nombre,Sin dirección,Sin distrito,TACNA,-17.994724,-70.251775
PetroPerú,Sin dirección,Sin distrito,TACNA,-17.996411,-70.221832
Grifo Basadre y Forero,Sin dirección,Sin distrito,TACNA,-18.003291,-70.233468
PetroPerú - Grifo PetroPerú,Sin dirección,Sin distrito,TACNA,-18.016293,-70.260914
Sin nombre,Sin dirección,Sin distrito,TACNA,-18.044998,-70.250878
Grifo Caplina,Victor Mansilla,Sin distrito,TACNA,-18.044192,-70.250676
Petro America,Sin dirección,Sin distrito,TACNA,-18.034371,-70.263237
Grifo Primax,Avenida Alexander von Humboldt,Sin distrito,TACNA,-18.045707,-70.242825
Grifo La Cantera,Sin dirección,Sin distrito,TACNA,-18.045275,-70.241471
PetroPerú - Grifo Elisur,Sin dirección,Sin distrito,TACNA,-18.021217,-70.241917
Primax,Sin dirección,Sin distrito,TACNA,-18.044184,-70.284272
Primax - Primax,Sin dirección,Sin distrito,TACNA,-18.019792,-70.257722
Grifo Castrolyn,Sin dirección,Sin distrito,TACNA,-18.156125,-70.458462
Petroperú - Petroperú,Sin dirección,Sin distrito,TACNA,-18.158068,-70.67209
Repsol,Panamericana Sur,Sin distrito,TACNA,-18.047341,-70.277128
Grifo Municipal Ciudad nueva,Avenida Internacional,Sin distrito,TACNA,-17.978914,-70.231456
Grifo Señor de los milagros,Sin dirección,Sin distrito,TACNA,-18.028627,-70.244212
Repsol - Grifo Repsol,Sin dirección,Sin distrito,TACNA,-17.984055,-70.207212
Grifo Municipal de Pocollay,Sin dirección,Sin distrito,TACNA,-17.996825,-70.225771
Grifo San Jose,Sin dirección,Sin distrito,TACNA,-17.968826,-70.190354
Grifo La Yarada,Sin dirección,Sin distrito,TACNA,-18.157211,-70.460601
Sin nombre,Sin dirección,Sin distrito,TACNA,-18.01602,-70.23867
Repsol - Repsol,Sin dirección,Sin distrito,TACNA,-17.993926,-70.238117
PetroPerú - PetroPerú,Sin dirección,Sin distrito,TACNA,-17.996094,-70.23746
Pecsa - Pecsa,Sin dirección,Sin distrito,TACNA,-18.001188,-70.252887
Grifo Caplina,Sin dirección,Sin distrito,TACNA,-17.99707,-70.242173
Repsol - Repsol,Sin dirección,Sin distrito,TACNA,-17.997645,-70.241888
Grifo Tacna Heroica,Sin dirección,Sin distrito,TACNA,-17.996796,-70.239922
Repsol - Grifo El Centenario 3,Sin dirección,Sin distrito,TACNA,-18.020079,-70.261104
Repsol - Repsol,Sin dirección,Sin distrito,TACNA,-18.019765,-70.262283
Repsol - Repsol,Sin dirección,Sin distrito,TACNA,-18.001427,-70.254327
Grifo Copex,Sin dirección,Sin distrito,TACNA,-18.033952,-70.250881
Sin nombre,Sin dirección,Sin distrito,TACNA,-17.987173,-70.210682
Sin nombre,Sin dirección,Sin distrito,TACNA,-18.02945,-70.274299
Sin nombre,Sin dirección,Sin distrito,TACNA,-17.481126,-70.033889
Pachacutec Tarata,Sin dirección,Sin distrito,TACNA,-17.481247,-70.033876
Sin nombre,Sin dirección,Sin distrito,TACNA,-17.481543,-70.033909
Sin nombre,Sin dirección,Sin distrito,TACNA,-17.481483,-70.033517
GRIFO,Avenida Bohemia Tacneña,Sin distrito,TACNA,-18.04705,-70.260357
Grifo Tamason,Sin dirección,Sin distrito,TACNA,-18.050479,-70.249415
Grifo Halkon,Sin dirección,Sin distrito,TACNA,-18.050931,-70.248607
Grifo Primax,Sin dirección,Sin distrito,TACNA,-18.027974,-70.252059
Repsol - Repsol (GNV),Hipolito Unanue,Tacna,TACNA,-18.007375,-70.255912
Grifo Caplina,Sin dirección,Sin distrito,TACNA,-18.013952,-70.260347
