No;EXPEDIENTE;CODIGO OSINERGMIN;REGISTRO;RUC;RAZON SOCIAL;DIRECCION OPERATIVA;DEPARTAMENTO;PROVINCIA;DISTRITO;TIPO DE ESTABLECIMIENTO;TANQUE 1;TANQUE 2;TANQUE 3;TANQUE 4;TANQUE 5;TANQUE 6;TANQUE 7;TANQUE 8;TANQUE 9;TANQUE 10;CAP.TOTAL CL (gln);FEC. EMISION;TÉRMINO DE VIGENCIA;REPRESENTANTE;GLP EN CILINDROS (kg)
1977;201900044244;137326;137326-050-200319;20602593739;GRIFOS MATARA E.I.R.L.;CARRETERA CAJAMARCA SAN MARCOS SECTOR SAN JUAN – PREDIO U.C. N° 56646 (REF. A 300 M INGRESO A MATARA);CAJAMARCA;CAJAMARCA;MATARA;ESTACIONES DE SERVICIOS;C1:4000:Diesel B5 S-50 ;C1:4000:GASOHOL 90 PLUS ;C1:1500:GASOHOL 90 PLUS ;C1:1500:GASOHOL 95 PLUS ;;;;;;;11000;20/03/2019;INDEFINIDO;HEBERT HUMBERTO ALVAREZ ATALAYA;0
1978;201500146571;105642;105642-050-061115;20491552639;SERVICIOS GENERALES SANTA BEATRIZ E.I.R.L.;PARCELA 26223 SECTOR MALCAS;CAJAMARCA;CAJABAMBA;CONDEBAMBA;ESTACIONES DE SERVICIOS;C1:2000:GASOHOL 90 PLUS ;C1:2000:GASOHOL 90 PLUS ;C1:4000:DIESEL B5 ;;;;;;;;8000;6/11/2015;INDEFINIDO;TEODULO SALOMON TELLO CASTAÑEDA;720
1979;202100288554;9440;9440-050-210122;20507100253;FILSE S.A.C.;AV. METROPOLITANA N° 1905;LIMA;LIMA;COMAS;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:4000:GASOHOL 95 PLUS C2:4000:GASOHOL 90 PLUS ;C1:6500:Diesel B5 S-50 ;C1:7000:SIN PRODUCTO ;C1:4000:GASOHOL 97 PLUS ;;;;;;;25500;21/01/2022;INDEFINIDO;LUIS ENRIQUE GUARDAMINO REVOLLEDO;200
1980;201900061567;43724;43724-050-170419;20534023210;CORPORACION PERUANA DE INVERSIONES Y PRODUCCION S.A.;CARRETERA PATIVILCA - CARAZ KM 236+800 PARCELA 86-A;ANCASH;CARHUAZ;TINCO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:6000:Diesel B5 S-50 ;C1:2500:GASOHOL 90 PLUS ;C1:2500:GASOHOL 95 PLUS ;;;;;;;;11000;17/04/2019;INDEFINIDO;GUILLERMO ANTONIO GAMBINI PANTOJA;500
1981;201800016176;125130;125130-050-020218;20601935873;GRIFO E INVERSIONES SAN FRANCISCO S.A.C.;PARQUE INDUSTRIAL, MZ. C, LOTE Nº 1;AREQUIPA;CARAVELI;JAQUI;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:1000:GASOHOL 90 PLUS ;C1:500:Diesel B5 S-50 ;C1:500:GASOHOL 95 PLUS ;C1:2000:Diesel B5 S-50 ;;;;;;;4000;2/02/2018;INDEFINIDO;MIGUEL AUGUSTO QUISPE POMA;240
1982;202200015105;31896;31896-050-090222;20603611978;CONSORCIO PAMPA HERMOSA S.A.C.;CARRETERA TARAPOTO - YURIMAGUAS KM. 46 + 150 - PAMPA HERMOSA;LORETO;ALTO AMAZONAS;YURIMAGUAS;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:6000:DIESEL B5 ;C1:6000:DIESEL B5 ;C1:6000:GASOLINA 84 ;C1:3000:GASOLINA 90 C2:3000:SIN PRODUCTO ;;;;;;;24000;9/02/2022;INDEFINIDO;MIGUEL ANGEL CEVALLOS DELGADO;0
1983;202200079397;39864;39864-050-050822;20479872962;CRM GAS SAC;AV. EL MAESTRO N° 2740 (ANTES CARRETERA PANAMERICANA NORTE KM. 840);LAMBAYEQUE;LAMBAYEQUE;MOTUPE;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:1587:GASOHOL 84 PLUS ;C1:3894:GASOHOL 90 PLUS ;C1:2996:Diesel B5 S-50 ;C1:2996:Diesel B5 S-50 ;;;;;;;11473;5/08/2022;INDEFINIDO;CESAR AUGUSTO RAMOS MORENO ;0
1984;201900204387;8523;8523-050-111219;20127765279;COESTI S.A.;CALLE GRANDE N° 239;AREQUIPA;AREQUIPA;YANAHUARA;ESTACIONES DE SERVICIOS;C1:2500:GASOHOL 97 PLUS ;C1:2300:GASOHOL 95 PLUS ;C1:2500:GASOHOL 97 PLUS ;C1:1200:Diesel B5 S-50 ;C1:5000:GASOHOL 90 PLUS C2:3000:GASOHOL 95 PLUS ;;;;;;16500;11/12/2019;INDEFINIDO;ABRAHAM HUGO CALDERON MAVILA;720
1985;201900086572;144367;144367-050-070619;20603504781;ESTACIONES LUCIA S.A.C.;MZ. Q LT. 1 CASERIO PRIMAVERA ALTURA DEL KM 4 MARGEN IZQUIERDA DE LA CARRETERA BELAUNDE TERRY ;UCAYALI;PADRE ABAD;ALEXANDER VON HUMBOLD;ESTACIONES DE SERVICIOS;C1:5837:DIESEL B5 ;C1:5837:GASOLINA 90 ;;;;;;;;;11674;7/06/2019;INDEFINIDO;WILLIAMS ANTONIO LIMACHE TITO;0
1986;202200020677;8562;8562-050-160422;20487499332;CONSORCIOS MORI S.R.L.;CARRETERA PANAMERICANA NORTE KM. 776.5;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;ESTACIONES DE SERVICIOS;C1:7800:Diesel B5 S-50 ;C1:6600:Diesel B5 S-50 ;C1:4000:GASOHOL 95 PLUS ;C1:4200:GASOHOL 90 PLUS ;;;;;;;22600;16/04/2022;INDEFINIDO;ELVIS ROGELIO MORI AVILA;0
1987;202100252382;116076;116076-050-251221;20600421957;GRIFO MAFER II E.I.R.L.;A.P.V. LA KANTUTA MZ. E LOTE 9;CUSCO;CUSCO;SAN JERONIMO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5200:GASOHOL 90 PLUS ;C1:5200:GASOHOL 95 PLUS ;C1:7100:Diesel B5 S-50 ;;;;;;;;17500;25/12/2021;INDEFINIDO;FRANCO VALLENAS FERNANDEZ;0
1988;202100281378;97521;97521-050-291221;20608847058;GRIFO ROMIL J & R SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;"FRACCION DE LA PARCELA N"" 8, CENTRO POBLADO MENOR ALEGRIA, CARRETERA INTEROCEANICA KM 61";MADRE DE DIOS;TAMBOPATA;LAS PIEDRAS;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5000:GASOLINA 84 ;C1:3000:Diesel B5 S-50 ;C1:2000:Diesel B5 S-50 ;;;;;;;;10000;29/12/2021;INDEFINIDO;REBECA AROCUTIPA JACINTO;480
1989;202000058038;97026;97026-050-270520;20572143920;ESTACION DE SERVICIOS SOL DEL ORIENTE S.R.L.;ESQUINA JR. RICARDO PALMA CON JR. COMERCIO CDRA. 11;SAN MARTIN;RIOJA;NUEVA CAJAMARCA;ESTACIONES DE SERVICIOS;C1:8450:Diesel B5 S-50 ;C1:4445:GASOLINA 84 ;C1:4000:GASOLINA 90 ;;;;;;;;16895;27/05/2020;INDEFINIDO;ORFELINDA ROJAS VASQUEZ;0
1990;201900144473;116755;116755-050-090919;20541137735;GRIFO FLOTANTE ISLANDIA III E.I.R.L.;CALLE SAN ANTONIO CON CALLE AMAZONAS S/N MZ. 4, LOTES 1 Y 2;LORETO;MAYNAS;IQUITOS;ESTACIONES DE SERVICIOS;C1:3520:GASOLINA 84 ;C1:3520:GASOLINA 84 ;C1:2022:DIESEL B5 ;C1:4007:GASOLINA 90 ;;;;;;;13069;9/09/2019;INDEFINIDO;BERNARDO MARTÍN ZEVALLOS MORI;480
1991;202200154692;164292;164292-050-300323;20603724837;AUTOSERVICIO CASA BLANCA S.A.C.;ANTIGUA PANAMERICANA SUR KM 134.5;LIMA;CAÑETE;CERRO AZUL;ESTACIONES DE SERVICIOS;C1:3339.34:GASOHOL 90 PLUS C2:3339.34:GASOHOL 95 PLUS C3:1559.41:GASOHOL 97 PLUS ;C1:8311:Diesel B5 S-50 ;;;;;;;;;16549.09;30/03/2023;INDEFINIDO;SUSANA EMPERATRIZ GUILLEN VEGA;0
1992;202300057442;8369;8369-050-140423;20480162278;PETRORACING S.A.C.;CARRETERA JAEN – CHAMAYA KM 3.5 SECTOR FILA ALTA;CAJAMARCA;JAEN;JAEN;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2077:GASOHOL REGULAR ;C1:6000:Diesel B5 S-50 ;C1:2077:Diesel B5 S-50 ;C1:2600:GASOHOL REGULAR ;C1:3400:GASOHOL PREMIUM ;;;;;;16154;14/04/2023;INDEFINIDO;CESAR AUGUSTO HEREDIA LOPEZ ;720
1993;201900068624;134609;134609-050-300419;10215538708;AMADOR GAMARRA ESPINOZA;PANAMERICANA SUR MZ. T2 LT. 10 - BARRIO CAMANI;APURIMAC;AYMARAES;CHALHUANCA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:8045:Diesel B5 S-50 ;C1:5367:GASOHOL 90 PLUS ;C1:3153:GASOHOL 95 PLUS ;C1:2278:GASOHOL 90 PLUS ;;;;;;;18843;30/04/2019;INDEFINIDO;AMADOR GAMARRA ESPINOZA;0
1994;202200186988;146340;146340-050-121022;20605155988;ESTACION DE SERVICIOS PERIAVENTE S.A.C.;CARRETERA LLOCHEGUA - PERIAVENTE, C.P. PERIAVENTE ALTA;AYACUCHO;HUANTA;LLOCHEGUA;ESTACIONES DE SERVICIOS;C1:6000:Diesel B5 S-50 ;C1:6000:GASOHOL 90 PLUS ;C1:3000:GASOHOL 90 PLUS C2:3000:GASOHOL 95 PLUS ;;;;;;;;18000;12/10/2022;12/10/2023;FELIX EFRIN FERNANDEZ TAIPE;0
1995;201800196898;83522;83522-050-291118;20600045548;JEVARO CENTRO ORIENTE SAC;AV. COLONIZACION MZ. K. LT. 17 - 18;UCAYALI;CORONEL PORTILLO;MANANTAY;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3336:DIESEL B5 C2:3358:DIESEL B5 ;C1:5296:GASOLINA 95 ;C1:4434:GASOLINA 90 ;C1:1339:SIN PRODUCTO ;;;;;;;17763;29/11/2018;INDEFINIDO;JOANA LOURDES VENEGAS GUILLEN;0
1996;202200128835;144891;144891-050-140722;10422728517;FRANKLIN HUAMAN BAEZ ;SECTOR REMOLINO PREDIO ROSEDAL;CUSCO;LA CONVENCION;QUELLOUNO;ESTACIONES DE SERVICIOS;C1:5380:Diesel B5 S-50 ;C1:3145:GASOHOL 84 PLUS ;C1:2100:GASOHOL 90 PLUS ;;;;;;;;10625;14/07/2022;14/07/2023;FRANKLIN HUAMAN BAEZ ;0
1997;202000047213;16607;16607-050-190320;20350218689;ESTACION SERVICIOS SAN LUIS E.I.R.L.;JR. DOS DE MAYO CUADRA 12 ESQ. CON JR. LA MERCED;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;ESTACIONES DE SERVICIOS;C1:4000:Diesel B5 S-50 ;C1:3000:GASOLINA 95 ;C1:3000:GASOLINA 90 ;;;;;;;;10000;19/03/2020;INDEFINIDO;JORGE LUIS ARCE REQUEJO;0
1998;201900204390;21398;21398-050-161219;20127765279;COESTI S.A.;CARRETERA PANAMERICANA NORTE KM. 84.9;LIMA;HUARAL;CHANCAY;ESTACIONES DE SERVICIOS;C1:8000:Diesel B5 S-50 ;C1:8000:Diesel B5 S-50 ;C1:4000:GASOHOL 90 PLUS C2:4000:GASOHOL 97 PLUS ;C1:4000:GASOHOL 95 PLUS C2:4000:GASOHOL 97 PLUS ;;;;;;;32000;16/12/2019;INDEFINIDO;ABRAHAM HUGO CALDERON MAVILA;720
1999;202300015024;14819;14819-050-030223;10405741747;ROXANA LARICO QUISPE;AV. CENTENARIO 262 - BARRIO MIRAFLORES;PUNO;CARABAYA;MACUSANI;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2500:GASOHOL REGULAR ;C1:2500:Diesel B5 S-50 ;;;;;;;;;5000;3/02/2023;INDEFINIDO;ROXANA LARICO QUISPE;720
2000;202200105265;6890;6890-050-110822;20506626910;PICORP S.A.C.;AV. DOS DE MAYO Nº 285 ESQ. CON JR. SUCRE;PROV. CONST. DEL CALLAO;PROV. CONST. DEL CALLAO;CALLAO;ESTACIONES DE SERVICIOS;C1:4000:GASOHOL 90 PLUS C2:4000:Diesel B5 S-50 ;C1:4000:GASOHOL 95 PLUS C2:4000:Diesel B5 S-50 ;C1:6000:SIN PRODUCTO ;;;;;;;;22000;11/08/2022;INDEFINIDO;ANTONY MIEDT PINEDO CORDOVA;0
2001;202100094013;156096;156096-050-180621;20605944320;CORPORACION EL PAISA E.I.R.L.;CARRETERA FERNANDO BELAUNDE TERRY Y LA CALLE COMERCIO CUADRA N° 1 CASERIO PUENTE TECHIN;CAJAMARCA;JAEN;PUCARA;ESTACIONES DE SERVICIOS;C1:5000:Diesel B5 S-50 ;C1:3000:GASOHOL 90 PLUS ;C1:1900:GASOHOL 95 PLUS ;;;;;;;;9900;18/06/2021;INDEFINIDO;DIOMENES FERNANDEZ DIAZ;0
2002;202200088196;159648;159648-050-230522;20602208002;GASOLINERA YANUYACU S.R.L.;CARRETERA JAEN -SAN IGNACIO KM 26+401;CAJAMARCA;JAEN;JAEN;ESTACIONES DE SERVICIOS;C1:10000:Diesel B5 S-50 ;C1:6000:GASOHOL 90 PLUS ;C1:3000:Diesel B5 S-50 ;C1:3000:GASOHOL 84 PLUS C2:3000:GASOHOL 95 PLUS ;;;;;;;25000;23/05/2022;INDEFINIDO;BILLY JOSEF MONTEZA PADILLA;0
2003;201900138642;93951;93951-050-220919;20352496643;LOVIDACA S.A.C.;CALLE VICTOR RAUL HAYA DE LA TORRE S/N MZ N° 91 LOTE 7;LORETO;UCAYALI;CONTAMANA;ESTACIONES DE SERVICIOS;C1:3331:GASOLINA 90 C2:3331:DIESEL B5 ;C1:3826:GASOLINA 90 ;;;;;;;;;10488;22/09/2019;INDEFINIDO;PATRY DEL CARMEN DAVILA HENDERSON;0
2004;202100014874;111382;111382-050-080221;20605979051;GRIFO WILLIAMS E.I.R.L.;AV. MARCELIANO ALVAREZ Nº 500 - 504;SAN MARTIN;TOCACHE;UCHIZA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5000:Diesel B5 S-50 ;C1:2000:GASOLINA 90 C2:3000:GASOLINA 90 ;;;;;;;;;10000;8/02/2021;INDEFINIDO;YEMER WILLIAM MAMANI MAMANI;0
2005;202200174632;118823;118823-050-100922;10249457863;FERNANDO CHOQUEHUANCA NUÑEZ;AV. LAS PALMERAS MZ. Ñ LOTES 8, 9 Y 10-COMUNIDAD PAMPA CONCEPCIÓN;CUSCO;LA CONVENCION;ECHARATE;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5200:Diesel B5 S-50 ;C1:4000:GASOHOL 84 PLUS ;C1:1750:GASOHOL 90 PLUS ;;;;;;;;10950;10/09/2022;10/09/2023;FERNANDO CHOQUEHUANCA NUÑEZ ;0
2006;202300055319;43021;43021-050-270423;20379038761;EMPRESA DE SERVICIOS MULTIPLES LOS LAURELES DE MANCHAY S.A.C.;AV. VICTOR MALASQUEZ, PARCELA 7, COMUNIDAD CAMPESINA COLLANAC;LIMA;LIMA;PACHACAMAC;ESTACIONES DE SERVICIOS;C1:2000:GASOHOL PREMIUM C2:2000:GASOHOL REGULAR C3:2000:GASOHOL PREMIUM ;C1:6000:Diesel B5 S-50 ;;;;;;;;;12000;27/04/2023;INDEFINIDO;MARTIN HUAYNAS SERRANO;0
2007;201400169584;113087;113087-050-210115;20541235150;CETP S.A.C.;CALLE RAMON CASTILLA ESQ. CON AV. MARISCAL CACERES;LORETO;MAYNAS;IQUITOS;ESTACIONES DE SERVICIOS;C1:5098:DIESEL B5 C2:5098:GASOLINA 84 C3:3398:GASOLINA 84 ;C1:3398:GASOLINA 90 ;;;;;;;;;16992;21/01/2015;INDEFINIDO;LAM SU WUM ;0
2008;202100290481;21560;21560-050-291221;20602171621;CORPORACION DE SERVICIOS SUD AMERICA E.I.R.L.;CARRETERA MARGINAL KM. 505 SECTOR UCHUGLLA;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;ESTACIONES DE SERVICIOS;C1:8000:GASOLINA 90 ;C1:8000:GASOLINA 95 ;C1:8000:GASOLINA 90 ;C1:4000:GASOLINA 84 ;C1:4000:Diesel B5 S-50 ;C1:4000:Diesel B5 S-50 ;;;;;36000;29/12/2021;INDEFINIDO;BRITALDO ROJAS RAFAEL;0
2009;201600140834;14754;14754-050-131016;20265988777;KEMALU S.A.C.;AV. ANGAMOS ESTE 2398 URB. LA CALERA DE LA MERCED;LIMA;LIMA;SURQUILLO;ESTACIONES DE SERVICIOS;C1:8000:GASOHOL 95 PLUS ;C1:8000:GASOHOL 90 PLUS ;C1:8000:GASOHOL 97 PLUS ;C1:8000:Diesel B5 S-50 ;;;;;;;32000;13/10/2016;INDEFINIDO;KENNETH MARTIN BERRY SILVA SANTISTEBAN;0
2010;202200119833;121364;121364-050-210722;10282627618;QUISPE GAMBOA EMILIA;CENTRO POBLADO LOBO-TAHUANTINSUYO;CUSCO;LA CONVENCION;KIMBIRI;ESTACIONES DE SERVICIOS;C1:6600:Diesel B5 S-50 ;C1:4000:GASOHOL 90 PLUS C2:2600:GASOHOL 90 PLUS ;;;;;;;;;13200;21/07/2022;21/07/2023;EMILIA QUISPE GAMBOA;0
2011;201800014872;94823;94823-050-010218;10079116632;MARIANO MENDIVIL ARIAS;JR. SAN MARTIN S/N ESQUINA CON JR. LOS LIBERTADORES;AYACUCHO;PARINACOCHAS;CORACORA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:4000:Diesel B5 S-50 ;C1:1150:GASOHOL 90 PLUS C2:1000:GASOHOL 90 PLUS ;;;;;;;;;6150;1/02/2018;INDEFINIDO;MARIANO MEDIVIL ARIAS;0
2012;202000035286;108115;108115-050-100320;20494161568;ESTACION DE SERVICIOS MADRID S.A.C.;AV. CAJAMARCA SUR MZ 07 LOTE 04 - SECTOR JUAN VELASCO ALVARADO;SAN MARTIN;RIOJA;NUEVA CAJAMARCA;ESTACIONES DE SERVICIOS;C1:9000:Diesel B5 S-50 ;C1:9000:Diesel B5 S-50 ;C1:9000:GASOLINA 84 ;C1:4500:GASOLINA 90 C2:4500:GASOLINA 95 ;;;;;;;36000;10/03/2020;INDEFINIDO;LEIDY MADANY VASQUEZ CABRERA;0
2013;202000035289;45058;45058-050-080320;20531334109;GRIFO NUEVA YORK S.A.C.;CARRETERA FERNANDO BELAUNDE TERRY KM. 458 - SECTOR LA UNION;SAN MARTIN;RIOJA;NUEVA CAJAMARCA;ESTACIONES DE SERVICIOS;C1:4663:GASOLINA 95 C2:4663:GASOLINA 90 ;C1:10200:Diesel B5 S-50 ;C1:10200:Diesel B5 S-50 ;C1:7000:GASOLINA 84 ;;;;;;;36726;8/03/2020;INDEFINIDO;SEFERINA CABRERA PEREZ DE VASQUEZ;0
2014;202000194603;153518;153518-050-030121;20528232931;INVERSIONES Y REPRESENTACIONES ROMA E.I.R.L.-IRROMA E.I.R.L.;CARRETERA SANTA CLARA KM 2.5;LORETO;MAYNAS;SAN JUAN BAUTISTA;ESTACIONES DE SERVICIOS;C1:3900:GASOLINA 84 ;C1:3900:DIESEL B5 ;C1:3000:GASOLINA 84 ;C1:3000:GASOLINA 90 ;;;;;;;13800;3/01/2021;INDEFINIDO;ROBERT AUGUSTO ORTIZ AREVALO;720
2015;202200074505;146803;146803-050-220622;20448862608;SERVICENTRO GRUPO IRZZA S.R.L.;PROLONGACION JR. CUSCO S/N CARRETERA TIRAPATA, BARRIO SANTA ROSA;PUNO;AZANGARO;JOSE DOMINGO CHOQUEHUANCA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3140:Diesel B5 S-50 ;C1:2240:GASOHOL 90 PLUS ;C1:1490:GASOHOL 84 PLUS ;;;;;;;;6870;22/06/2022;INDEFINIDO;GREGORIA APAZA DE IRURI ;720
2016;201900143338;101406;101406-050-090919;10053465426;SERGIO RENGIFO SHAPIAMA;CALLE AMAZONAS LOTE 37 Y 38, MZ- L - POBLADO DE TAMSHIYACU;LORETO;MAYNAS;FERNANDO LORES;ESTACIONES DE SERVICIOS;C1:2247:GASOLINA 84 ;C1:1355:GASOLINA 90 C2:2703:DIESEL B5 ;;;;;;;;;6305;9/09/2019;INDEFINIDO;SERGIO RENGIFO SHAPIAMA;480
2017;201800139256;19865;19865-050-270818;20513903422;ESTACION DE SERVICIOS SANTA MARGARITA S.R.L.;JR. JORGE VILLANUEVA S/N;CAJAMARCA;CAJAMARCA;ENCAÑADA;ESTACIONES DE SERVICIOS;C1:4100:GASOHOL 90 PLUS ;C1:6100:Diesel B5 S-50 ;C1:8000:Diesel B5 S-50 ;;;;;;;;18200;27/08/2018;INDEFINIDO;MARIELA ELISABET PAJARES TORRES;720
2018;202200159353;33160;33160-050-070922;20609637511;ESTACION DE SERVICIOS BERNABELW S.A.C;CARRETERA VIA LOS LIBERTADORES KM. 4.9 SECTOR CHAMANAPATA ;AYACUCHO;HUAMANGA;AYACUCHO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:6000:GASOHOL 90 PLUS C2:6000:Diesel B5 S-50 ;;;;;;;;;;12000;7/09/2022;INDEFINIDO;WILBER CONSTANTINO PAREDES CHUCHON;240
2019;201200197828;99040;99040-050-271112;20490973525;GRIFO J Y E KARLITA E.I.R.L.;A.P.V VILLA HUARCAPATA MANZANA G LOTES N° 1,2 Y 3;CUSCO;ESPINAR;PALLPATA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5159:Diesel B5 S-50 ;C1:5159:Diesel B5 S-50 ;C1:2579:GASOHOL 90 PLUS ;C1:3073:GASOHOL 84 PLUS ;;;;;;;15970;27/11/2012;INDEFINIDO;JULIA TACO HUARCA;0
2020;201700096437;44269;44269-050-240617;10065432507;FELIX VICENTE RAMIREZ OBREGON;LADO OESTE DE LA CARRETERA CENTRAL HUARAZ - CARAZ KM.50 SECTOR HUANCHUY;ANCASH;YUNGAY;YUNGAY;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:1000:GASOHOL 90 PLUS ;C1:3000:DIESEL B5,Diesel B5 S-50 ;;;;;;;;;4000;24/06/2017;INDEFINIDO;FELIX VICENTE RAMIREZ OBREGON;0
2021;201700096436;44484;44484-050-030717;10065432507;FELIX VICENTE RAMIREZ OBREGON;CARRETERA CENTRAL PATIVILCA-HUARAZ-CARAZ KM. 299 PREDIO HUANCHAC-PAMPA SECTOR PUNCULLACA;ANCASH;CARHUAZ;ACOPAMPA;ESTACIONES DE SERVICIOS;C1:1000:GASOHOL 90 PLUS ;C1:3000:Diesel B5 S-50 ;;;;;;;;;4000;3/07/2017;INDEFINIDO;FELIX VICENTE RAMIREZ OBREGON;0
2022;202100053919;95210;95210-050-060521;20529117290;INVERSIONES GRUPO MARAÑON S.A.C.;JR. CENTRAL N° 102;HUANUCO;DOS DE MAYO;QUIVILLA;ESTACIONES DE SERVICIOS;C1:3000:Diesel B5 S-50 ;C2:1500:GASOHOL 95 PLUS C1:1500:GASOHOL 90 PLUS ;;;;;;;;;6000;6/05/2021;INDEFINIDO;WILFREDO ABEL TELLO REYES;0
2023;202300092012;9430;9430-050-160523;20510807007;INVERSIONES MULTIGAS S.A.C.;BALNEARIO SAMBARAY CARRETERA QUILLABAMBA - SAMBARAY S/N.;CUSCO;LA CONVENCION;SANTA ANA;ESTACIONES DE SERVICIOS;C1:10000:Diesel B5 S-50 ;C2:10000:Diesel B5 S-50 ;C1:10000:GASOHOL 84 PLUS ;C1:10000:GASOHOL REGULAR ;;;;;;;40000;16/05/2023;16/05/2024;AUGUSTO FLORES CHAMBILLA;0
2024;202100241052;8645;8645-050-100122;20542616599;GRIFO PETROMASS S.R.L.;CARRETERA PUNO-DESAGUADERO KM. 6.5;PUNO;PUNO;PUNO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:4500:GASOHOL 84 PLUS ;C1:5000:Diesel B5 S-50 ;C1:5000:Diesel B5 S-50 ;C1:2500:GASOHOL 90 PLUS ;C1:2500:GASOHOL 95 PLUS ;;;;;;19500;10/01/2022;INDEFINIDO;OBEN NAIN BLANCO VILCA;480
2025;202000023747;145536;145536-050-140220;20605800573;INVERSIONES MI ZONA S.A.C.;CALLE URANCHACRA LOTE 10;ANCASH;HUARI;HUANTAR;ESTACIONES DE SERVICIOS;C1:4117:Diesel B5 S-50 ;C1:1497:GASOHOL 90 PLUS ;C1:1497:GASOHOL 95 PLUS ;;;;;;;;7111;14/02/2020;INDEFINIDO;BENJAMIN JEFERSON ZOLUAGA TRUJILLO;0
2026;201900078838;143165;143165-050-170519;10066707763;LOURDES LANDEO OCHOA;CARRETERA AYACUCHO - CUSCO KM.02;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;ESTACIONES DE SERVICIOS;C1:10000:Diesel B5 S-50 ;C1:10000:Diesel B5 S-50 ;C1:10000:GASOHOL 90 PLUS ;C1:5000:GASOHOL 97 PLUS C2:5000:GASOHOL 95 PLUS ;;;;;;;40000;17/05/2019;INDEFINIDO;LOURDES LANDEO OCHOA;0
2027;201900111805;106050;106050-050-120719;20482361031;ESTACION DE SERVICIOS CENTENARIO E.I.R.L.;AV. LUIS CONDEMARIN MZ. E LOTE 5 CENTRO POBLADO CENTENARIO II ETAPA;LA LIBERTAD;TRUJILLO;LAREDO;ESTACIONES DE SERVICIOS;C1:2600:Diesel B5 S-50 ;C1:1300:GASOHOL 95 PLUS ;C1:1300:GASOHOL 90 PLUS ;;;;;;;;5200;12/07/2019;INDEFINIDO;MARIA SOLEDAD MELENDEZ CIPRA;720
2028;202300047947;95611;95611-050-010323;20600667174;ESTACION DE SERVICIOS MARCONA S.A.C.;LOTE N° 10, ZONA INDUSTRIAL, AV. INDUSTRIAL ESQUINA CON CALLE S/N;ICA;NAZCA;MARCONA;ESTACIONES DE SERVICIOS;C1:7900:Diesel B5 S-50 ;C1:3200:GASOHOL 90 PLUS C2:3200:GASOHOL 95 PLUS C3:1500:GASOHOL 90 PLUS ;;;;;;;;;15800;1/03/2023;INDEFINIDO;FAVIO JHUNIOR ALATRISTA TAYPE;0
2029;201800004507;113916;113916-050-220118;10018633634;JAVIER QUENAYA ARCE;AV. PANAMERICANA NORTE Nº 415.;PUNO;EL COLLAO;ILAVE;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2393:Diesel B5 S-50 ;C1:1795:GASOHOL 84 PLUS ;C1:1795:GASOHOL 90 PLUS ;;;;;;;;5983;22/01/2018;INDEFINIDO;JAVIER QUENAYA ARCE;720
2030;202100130238;154023;154023-050-160721;20604926689;ESTACION DE SERVICIOS VIRGEN DE LA ASUNCION S.A.C.;CARRETERA P18 KM 133 + 100 – 18 ML, SECTOR ANCUSUTA – URPAY;LIMA;OYON;OYON;ESTACIONES DE SERVICIOS;C1:10000:Diesel B5 S-50 ;C1:5000:GASOHOL 90 PLUS C2:5000:GASOHOL 95 PLUS ;;;;;;;;;20000;16/07/2021;INDEFINIDO;ERNESTO FUENTES RIVERA UGARTE;0
